issuekey,storypoint,context,codesnippet,Bug,Epic,Improvement,New Feature,Story,Sub-task,Technical task,Android,BlackBerry,CLI,Code Processor,Core,Drillbit,Hyperloop,LiveView,MobileWeb,Release,TiAPI,Tooling,Windows,iOS
TIMOB-19048,5.0,"Windows: Word wrap on labels does not work if width and height are not set h5.Description

When using a label, the word wrap will not work unless the height and width are set

","<code>
var win = Ti.UI.createWindow({backgroundColor: 'red'});

var lbl = Ti.UI.createLabel({
    text: '*** Resources Dir: Test presence of file that exists =&gt; blahTest presence of file that does not exist =&gt; bleh*** appData Dir:Test presence of file that exists =&gt; meh Test presence of file that does not exist =&gt; merh',
    color: 'black'
});

win.add(lbl);
win.open();
<code>

*Marking this as minor as it is a simple _workaround_*

h5.Steps To Reproduce

1. Add the above code to an existing app.js file
2. Run on a device or emulator
3. Add the following to the label creation {{width: Ti.UI.FILL, height: Ti.UI.FILL}}
4. Run on device or emulator

h5.Actual Result

2. The text is not word wrapped
4. The text is word wrapped

h5.Expected Result

The text should be word wrapped both times</code></code>",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TIMOB-19051,8.0,iOS9: application openURL:sourceApplication:annotation deprecated This delegate is deprecated in iOS9 and is found TiApp.m. Need to research impact and changes required.,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TIMOB-19054,3.0,"Windows: Ti.Filesystem.File.write() 'append' parameter should be optional Ti.Filesystem.File.write(data, append);

The _append_ parameter should be optional.

http://docs.appcelerator.com/platform/latest/#!/api/Titanium.Filesystem.File-method-write",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TIMOB-19055,5.0,"Windows: Test Geocoder sample Import the Geocoder sample (alloy) by using the latest Appcelerator Studio 4.1.0 release, through the dashboard. Then verify that you are able to build it for Win Phone and Store (after adding windows to list of deploy targets in tiapp.xml).

If you run into any issues, please file additional tickets. If the sample needs to be updated in any way (like enabling capabilities), file a PR for the sample.",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TIMOB-19066,3.0,Windows: Implement Ti.Network.HttpClient.responseXML We don't currently implement Ti.network.HTTPClient.responseXML - resulting in the RSS Sample app not working.,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TIMOB-19076,5.0,"CLI: ti info -o json should show Windows Phone 8.0 SDK as unsupported h5.Description

When running the command ti info on Windows, Windows 8.0 and Windows Phone 8.0 SDKs are shown as supported, as these SDKs are not supported and Windows Hybrid is being deprecated then they should not show as supported.

{code:title=Windows Phone}
""windowsphone"": {
        ""8.0"": {
                ""version"": ""8.0"",
                ""registryKey"": ""HKEY_LOCAL_MACHINE\\Software\\Wow6432Node\\Microsoft\\Microsoft SDKs\\WindowsPhone\\v8.0"",
                ""supported"": true,
                ""path"": ""C:\\Program Files (x86)\\Microsoft SDKs\\Windows Phone\\v8.0\\"",
                ""deployCmd"": null,
                ""xapSignTool"": null,
                ""selected"": false
","<code>

{code:title=Windows}
""windows"": {
        ""8.0"": {
                ""version"": ""8.0"",
                ""registryKey"": ""HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Microsoft SDKs\\Windows\\v8.0"",
                ""supported"": true,
                ""path"": ""C:\\Program Files (x86)\\Windows Kits\\8.0\\"",
                ""signTool"": {
                        ""x86"": ""C:\\Program Files (x86)\\Windows Kits\\8.0\\bin\\x86\\SignTool.exe"",
                        ""x64"": ""C:\\Program Files (x86)\\Windows Kits\\8.0\\bin\\x64\\SignTool.exe""
                },
                ""makeCert"": {
                        ""x86"": ""C:\\Program Files (x86)\\Windows Kits\\8.0\\bin\\x86\\MakeCert.exe"",
                        ""x64"": ""C:\\Program Files (x86)\\Windows Kits\\8.0\\bin\\x64\\MakeCert.exe""
                },
                ""pvk2pfx"": null,
                ""selected"": false
        }
<code>

h5.Steps To Reproduce

1. Run {{ti info -o json}} or {{appc ti info -o json}} with 8.0 SDKs installed on your machine

h5.Actual Result

Windows 8.0 and Windows Phone 8.0 SDKs are shown as supported 

h5.Expected Result

Windows 8.0 and Windows Phone 8.0 SDKs should not be shown as supported </code></code>",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
TIMOB-19215,13.0,"Events on Map Annotation do not fire There are some other tickets related to this, but since most of them show no activity, are old or cover only part of the problem, here's one ticket and test case that covers it all.

The following test case shows that the only 2 times a click-event that fires is when you tap a pin to open the annotation and when you tap the map to close the annotation. Tapping on the leftButton/View, rightButton/View, title or subtitle does not fire the event. Another bug is that the {{clicksource}} when you tap the map to close the annotation is {{annotation}} and not {{map}}.

Adding listeners directly to the leftView/rightView does not work either.

h2. Test case

{code:javascript}
var map = require('ti.map');

var win = Ti.UI.createWindow();
 
var anOne = map.createAnnotation({
  latitude:37.390749,
  longitude:-122.081651,
  title:""Appcelerator Headquarters"",
  subtitle:'Mountain View, CA',
  leftButton: Ti.UI.iPhone.SystemButton.SAVE,
  rightButton: Ti.UI.iPhone.SystemButton.SAVE
});

var lBtn = Ti.UI.createView({
  backgroundColor: 'red',
  width: 40,
  height: 40
});

lBtn.addEventListener('click', function(e) {
  console.error(e);
});

var rBtn = Ti.UI.createView({
  backgroundColor: 'red',
  width: 40,
  height: 40
});

rBtn.addEventListener('click', function(e) {
  console.error(e);
});

var anTwo = map.createAnnotation({
    latitude:37.33182,
    longitude:-122.0311837,
    title:""Apple Headquarters"",
    subtitle:'Cupertino, CA',
    leftView: lBtn,
    rightView: rBtn
});
 
var mapview = map.createView({
  region: {latitude:37.390749, longitude:-122.081651, latitudeDelta:1, longitudeDelta:1},
  annotations:[anOne, anTwo],
});
 
win.add(mapview);

mapview.addEventListener('click', function(evt) {
  console.error(evt);
});
 
win.open();
","<code>

h2. Logs

<code>
Jun 25 11:11:10 iPhone-Fokke LiveViewer[6105] <warning>: [ERROR] {
	    annotation = ""[object TiMapAnnotation]"";
	    bubbles = 1;
	    cancelBubble = 0;
	    clicksource = pin;
	    index = 14;
	    map = ""[object TiMapIOS7View]"";
	    source = ""[object TiMapIOS7View]"";
	    title = ""Apple Headquarters"";
	    type = click;
	}
Jun 25 11:11:11 iPhone-Fokke LiveViewer[6105] <warning>: [ERROR] {
	    annotation = ""[object TiMapAnnotation]"";
	    bubbles = 1;
	    cancelBubble = 0;
	    clicksource = annotation;
	    index = 14;
	    map = ""[object TiMapIOS7View]"";
	    source = ""[object TiMapIOS7View]"";
	    title = ""Apple Headquarters"";
	    type = click;
	}
<code></code></warning></warning></code></code>",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TIMOB-19077,8.0,"Windows: Logging does not seem to work when using device h5.Description

When building to Windows Phone device I am unable to get logging to work. I have tried across multiple machines and devices when using the same wifi etc.

Logging works fine when running in an emulator. 

","<code>
var win = Ti.UI.createWindow({backgroundColor: 'red'});

var lbl = Ti.UI.createLabel({
    text: 'I log things!',
     color: 'black'
});

lbl.addEventListener('click', function(){
    Ti.API.info('Hello from info!');
    Ti.API.debug('Hello from debug!');
    Ti.API.error('Hello from error!');
});

win.add(lbl);
win.open();
<code>

h5.Steps To Reproduce

1. Add the above code to an app.js and build to device
2. Build to emulator

h5.Actual Result

1. No logging
2. Logging

h5.Expected Result

There should be logging in both circumstances</code></code>",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TIMOB-19079,5.0,"Windows: Database.Resultset.fieldByName should be case insensitive {{Titanium.Database.ResultSet.fieldByName}} should be case insensitive.

","<code>
var rows = db.execute('SELECT rowid,name,phone_number,city FROM people');

while (rows.isValidRow()){

  Ti.API.info(rows.fieldByName('ROWID') + ', phone_number: ' + rows.fieldByName('PHONE_NUMBER'));

  Ti.API.info(rows.fieldByName('rowid') + ', phone_number: ' + rows.fieldByName('phone_number'));

  rows.next();
}
<code></code></code>",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TIMOB-19082,3.0,"Windows: Analytics: ti.background is not sent went closing an app using the back hardware button h5.Description

When closing an application using the hardware back button the app will not send a ti.background event, if the app is backgrounded using either the Windows hardware button or by holding the back button down

h5.Steps To Reproduce

*Using the staging environment for analytics*

1. Open an app
2. Close the app with the Windows hardware button
3. Hold the back hardware button
4. Exit the app using the back hardware button

h5.Actual Result

2&amp;3. A ti.background is sent
4. No ti.background is sent

h5.Expected Result

ti.background should be sent in all circumstances",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TIMOB-19083,3.0,"Windows: New analytics session ID is generated every time an app is opened h5.Description

When opening an closing and reopening an application, each time the app is reopened a new session ID is generated. As per iOS and Android a new session ID should only be generated when an app has been backgrounded and not reopened for 30 seconds or longer

h5.Steps To Reproduce

*Using the staging environment for analytics*

1. Open an app
2. Close the app using the Windows hardware button
3. Reopen the app in less than 30 seconds

h5.Actual Result

A new session ID is generated 

h5.Expected Result

A new session ID should not be generated",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TIMOB-19084,8.0,"Windows: _ undefined in Alloy apps When trying out the RSS reader sample, it is now failing due to the ""_"" variable being undefined during the parsing of the XML feed.

Alloy has underscore inside it, and presumably exports _ globally for use. This works fine on iOS.

My guess is that the context for some of this code is wrong and we're losing the definition of _ somewhere along the line?",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TIMOB-19090,5.0,"Windows: Building for ws-local fails with powershell error 'Read-Host : Windows PowerShell is in NonInteractive mode' h5.Description

When building for ws-local the build fails with the following error

","<code>
[ERROR] Read-Host : Windows PowerShell is in NonInteractive mode. Read and Prompt functionality is not available
At line:1 char:1
+ Read-Host 'Press Enter to continue...' | Out-Null
+ ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : InvalidOperation: (:) [Read-Host], PSInvalidOperationException
    + FullyQualifiedErrorId : InvalidOperation,Microsoft.PowerShell.Commands.ReadHostCommand
<code>

The build works fine when using the 4.1.0.v20150624180823 SDK

h5.Steps to reproduce

1. Create a new project using the latest SDK
2. Build the project using {{appc run -p windows -T ws-local}}, generate a .pfx if needed

h5.Actual result

The build fails with the error above

h5.Expected result

The build should pass</code></code>",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
TIMOB-19091,5.0,"CLI: Windows: Prompt for pfx password if one is not passed in and an already generated pfx is being used h5.Description

When running a project for ws-local if the user uses a already generated .pfx file then they will not be prompted for a password and the build will fail. If the password is passed in using the -P flag then the build will pass.

h5.Steps to reproduce

1. Build a project that already has an .pfx file generated using {{appc run -p windows -T ws-local}}
2. Build the same project but this time pass in the password using the -P flag {{appc run -p windows -T ws-local -P <password>l}}

h5.Actual result

1. The build will fail
2. The build will pass

h5.Expected result

The build should pass both times, in instance 1 you should be prompted for a password</password>",,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
TIMOB-19092,5.0,"CLI: Windows: Unable to generate a new pfx file for project that already has one generated h5.Description

When building a project that already has a generated pfx file then a new pfx can't be generated until the files are deleted from the folder. As per the prompt {{Where is the pfx file used to sign the app? (leave blank to generate) \[generated.pfx]:}} by leaving this blank a new pfx should be generated but the default is used instead.

h5.Steps to reproduce

1. Build a project that has an already generated pfx file
2. When prompted for the file, leave the prompt blank

h5.Actual result

The existing file will be used

h5.Expected result

As per the prompt a new file should be created",,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
TIMOB-19093,3.0,"CLI: Windows: The build process should pause to allow the user to import the certificate h5.Description

When building for ws-local the build should pause to allow the user to import the certificate as the build will fail  if they do not complete the workflow quick enough


h5.Steps to reproduce

1. Build a project that does not have a pfx file
2. Create the pfx through the prompts
3. When prompted to import the cert do not do anything

h5.Actual result

The build will continue and fail

h5.Expected result

The build should pause allowing time for the user to follow the workflow",,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TIMOB-19100,3.0,"iOS: New editActions show in reversed order The following example and attached screenshot show that the new {{editActions}} show in the reverse order (LTR).

I would expect the first action in the array to show first (from left) and the last last.

{code:javascript}
var win = Ti.UI.createWindow();
var listSection = Ti.UI.createListSection({
	items: [{
		properties: {
			canEdit: true,
			title: 'Swipe me',
			editActions: [{
				title: 'First'
			}, {
				title: 'Second'
			}, {
				title: 'Third'
			}]
		}
	}]	
});
var listView = Ti.UI.createListView({
	top: 20,
	sections: [listSection]
});
win.add(listView);
win.open();
",<code></code>,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
