issuekey,title,description,storypoint
TDQ-9453,"Can't import because 'check item conflict failed'","Customer try to import the old project from v5.3.1 to v5.5.1, firstly, he import the DI's items, when he try to import DQ's items, he got 'check item conflict failed' warning even ticked the 'Overwrite' option, this block the import process and customer can't import DQ items into the new project.",3
TDQ-9459,"Create version 5.6.0RC1 in Babili and populate it",NULL,2
TDQ-9484,"remove MapDBDrillDown and  DataValidation interface from indicator class",NULL,8
TDQ-9485,"Remove % symbol from i18n","The property key MatchAnalysisConstant.Percentage should be deleted. No need to translate the ""%"" symbol",3
TDQ-9489,"Export babili translations into git on 5.6 and master branches",NULL,2
TDQ-9495,"TOP：Import Item:Able to detect report and do import action","1.Logon TOP build ,try to import a Report item (able to use data from attachment)  2.able to detect the import items and ""finish"" button is available  3.Click finish button    Actual Result:  no item import in studio , there is an error log   {noformat}  2014-09-25 11:11:53,565 ERROR org.talend.dq.helper.SqlExplorerUtils  - Missing the plugin net.sourceforge.sqlexplorer!  {noformat}     Expect Result:  TOP not support report , maybe give user some friendly info when try to import report",1
TDQ-9498,"out of memory issue in column analysis with Java engine","got gc overhead limit exceeded when running a column analysis on 30 columns with 500 000 rows.  Used java engine. Allowed drill down with no limit.     Then I'm asked to restart the studio.   ",13
TDQ-9525,"Handle the exception when studio is closed abnormally","1.Here should have a error log to record the issue.  2.When restart the stdio if find out some mapDB is not close Then delete old mapDb file.",5
TDQ-9526,"job tdqReportRun use mysql as the datamart will get exception",NULL,5
TDQ-9561,"User customisable input / output schemas for tQASBatchAddressRow","At the current time, the tQASBatchAddressRow component is hard coded to a single input column (Address) and a fixed output schema, determined by the country selected. This means that the component needs to be manually altered in the tQASBatchAddressRow_java.xml to match the customers desired output from QAS, with all the support issues that implies.    It would be much better if the component worked like tLoqateAddressRow, with customizable input / output schemas. The output of QAS is positional, so we should not hard code in any column names at all.    TODO:   Have the same UI as tLoqateAddressRow for the standard settings.   No Advanced settings. ",8
TDQ-9571,"code refactor:Remove some unuseful classes and functions","After some code refactor,there are some functions are deprecated.  1.Currently,we reuse DI code to create database.we could remove these unuseful classes:   - org.talend.dataprofiler.core.ui.wizard.database.DatabaseConnectionWizard  - org.talend.dataprofiler.core.ui.wizard.database.DatabaseMetadataWizardPage  - org.talend.dataprofiler.core.ui.wizard.database.DatabaseWizardPage    2. in org.talend.cwm.db.connection.ConnectionUtils.java,we can remove these functions:  - existTable(String url, String driver, Properties props, String tableName, String schema);(it is't called)  - checkConnection(String url, String driverClassName, Properties props)  - createConnection(String url, String driverClassName, Properties props)  - createConnectionWithTimeout(Driver driver, String url, Properties props)  - getClassDriverFromSQLExplorer(String driverClassName, Properties props)    There isn't any palce call them:     - fillConnectionInformation(List<Connection> conns)    - fillDbConnectionInformation(DatabaseConnection dbConn)    - fillAttributeBetweenConnection(Connection target, Connection source)    3.in plugin net.sourceforge.sqlexplorer  - SqlExplorerUtils.getClassDriverFromSQLExplorer(String driverClassName, Properties props)  - ISqlexplorerService.getClassDriverFromSQLExplorer(String driverClassName, Properties props)   - SqlexplorerService.getClassDriverFromSQLExplorer(String driverClassName, Properties props)  - SqlexplorerService.loadDriverByLibManageSystem(String dbType, String dbVersion, String driverClassName) ",5
TDQ-9578,"Add support of new databases for the data mart and the DQ portal - Part 1","This implies:  # adapt the jasper reports  # adapt the hibernate configuration  # adapt the database creation and initialisation script  # adapt the data mart API  # adapt the installer (new pages)  # adapt the reports in DQ portal  # adapt QBE in DQ portal  # tests the other DQ portal features    The requirements are, in this order of priority:       - Align with the database versions for the databases we already support (confirm that they are fully supported):       --    MySQL 5.6       --   Oracle 12      See also DOCT-3867",20
TDQ-9586,"Create version 5.6.0 in Babili and populate it",NULL,2
TDQ-9588,"Export babili translations into git on 5.6 and master branches",NULL,2
TDQ-9598,"Support Java 8",NULL,5
TDQ-9605,"Simplify HDFS file Profiling with Hive - step 1","Aim: The user should be able to run an analysis on an HDFS file.     When the user can create a Hive connection when he selects an HDFS file to profile.    See subtask for the DDL statement to create a hive table over a file.",20
TDQ-9607,"Use smart sampling in the match analysis","Add an option to choose how to extract the sample of the data. this option is either:      # n first rows    # n random rows     # x percent of rows (maybe look at the tSampleRow component implementation)    # n last rows      Use the reservoir sampling algorithm to select 10 000 rows.   This can be done with the *java engine*.     The sampling methods must be packaged in an API that will be reused at different places in the DQ  project.     -For the *SQL engine*, only the first two options will be available : top n rows, bottom n rows.-  In column analysis, we extract a sample of data to display them, but we don't apply any indicator on this data sample. There is no need to distinguish between java and sql engine here.   The analysis execution is always done on the full data set.     The other analysis (column analysis...) that display the data also need this same feature. ",13
TDQ-9617,"need DQ support for MS SQL Server to match MySQL &/or Oracle","Partner needs DQ support for MS SQL Server to be as mature as that for MySQL and/or Oracle, e.g., there are tMySqlInvalidRow and tOracleInvalidRow components but no tMSSQLServerInvalidRow component.    activate related menus that generate jobs with these components (business rule analysis).",5
TDQ-9622,"Remove org.talend.rcp.branding.top plugin if possible","We currently use org.talend.dataprofiler.rcp to launch TOS_DQ, This plugin is not really useful.",1
TDQ-9626,"Change null verification level to be Unverified when the address provider is google.","The verification level for Google provider is not correct when set address to be AAABBBCCCAAAAAAAAAAAAAAA, the status is ZERO_RESULTS.the verification level is NULL.",3
TDQ-9650,"vsr match analysis import vsr match rule, when same name items exist, can not get correct inform message.",NULL,1
TDQ-9663,"Allow scroll down and copy/paste of the error in tmatchgroup","enable scroll down and copy/paste of the java error in tmatchgroup    to reproduce the error, see below:  -created a job with multiple matchgroups (see attached job)  -used the replicate component to duplicate the flow and show the difference in the results when we use one matchgroup and two matchgroups  -the jobs runs correctly  -but when i double-click the first tmatchgroup in the upper part of the job, i got an error message (see attached). The matchgroup configuration wizard opens, but when i click ""chart"", i got the same error.",1
TDQ-9714,"wrong column header for column correlation results","When running SOME column correlation analyses, on Results tab, under Data section, column headers in table are sometimes incorrect.",3
TDQ-9716,"remove init**Map or init**Set in DistinctCount Duplicate and unique indicator","DistinctCount Duplicate and unique indicator contain some init method which has exist on the indicatorImpl, the different is we need to support old hashMap or hashSet in those indicator.Should remove those method and instead of it with super one.",5
TDQ-9725,"Selection of Indicators does not display well with large fonts","I use large fonts (150%) with a screen resolution of 1920x1080. This helps prospects see/read my screen over WebEx and on Projectors (well, the resolution often has to go down for projectors so I have my own no instead!)    Is it possible to render the selection grid based on the system font size?",5
TDQ-9730,"No value shows for UDI frequency in the generated document after run report.",NULL,1
TDQ-9736,"Automatically create the data mart database from the installer","Once issue often happens that people don't create the talend_dq database before they run the installer.   Therefore, when they configure the datamart, they got an error message.    In order to avoid that, we will now create the datamart (if it does not exist) within the datamart.init API. ",8
TDQ-9742,"Create version 5.6.1 in Babili and populate it",NULL,2
TDQ-9750,"Remove unused feature org.talend.rcp.branding.tdqsa-feature","The org.talend.rcp.branding.tdqsa-feature has the same id as the feature org.talend.rcp.branding.tdq-feature. If tdqsa is no longer being used, it should be removed, otherwise it needs to be renamed as it interferes with the Tycho build migration.",1
TDQ-9757,"match analysis with special operations, ""chart"" result in table chart and pic chart are different.","1.  create a match analysis set vsr algorithm, set matching key  2. click ""chart"" in ""Matching key"" section,  3. change the value for  ""hide groups less than"" to ""3""  4. both table chart and pic chart result show correctly.  5. change algorithm to ""t-swoosh"", the ""hide groups less than"" value also change to 2 automatic.  6. save analysis, click ""chart"" under ""Match and survivor"" section.  7. check the Result and pic chart, they are different.  on table chart show the result of group size less than 3 but not 2.    Expected Result:  both table chart and pic chart can show correctly.    Actual Result:  only pic chart show result correctly.    ",1
TDQ-9764,"Export babili translations into git on 5.6",NULL,2
TDQ-9780,"import  Survivorship Rules, ""Rules Management"" can not show node name correctly--no function affected","1. in DI perspective import the zip file AccountDedupe_tRuleSurvivorship.zip  2. open the imported job ""AccountDedupe_tRuleSurvivorship"", focus on the  ""Component"" tab of ""tRuleSurvivorship""  click ""Generate rules and survivorship flow ""  then on the Repository Metadata->Rules Management->Survivorship Rules, we get a folder named ""AccountDedupe"".  3. export(by click ""Export Items"") the job and  file generated on step 2.  4. delete the job and file generated on step 2.  5. import (by click ""Import Items"") the file exported on step 3    Actual Result:  on the step 5, the import dialog can not show the node name correctly.  NOTE: no function affected.    Expected Result:  should show the name node correctly.  ",2
TDQ-9784,"Add support to Melissadata in tBatchAddressRowCloud","Information about Melissadata WS is available at http://wiki.melissadata.com/index.php?title=Global_Address_Verification   See also http://wiki.melissadata.com/index.php?title=Global_Address_Verification%3AGetting_Started   and the best practices http://wiki.melissadata.com/index.php?title=Web_Service%3ABest_Practices     For documentation purpose, information is available about address verification codes at http://wiki.melissadata.com/index.php?title=Global_Address_Verification%3AFAQ  The global Reference guide is at http://wiki.melissadata.com/images/8/8e/DQT_WS_Global_RG.pdf     Result codes: http://wiki.melissadata.com/index.php?title=Returned_Result_Codes%3AWeb_Services#Global_Address_Verification     A sample of Java code with xml is at ftp://ftp.melissadata.com/SampleCodes/Current/DQWS3/International/International_XML_Java.zip     Some code from the first Address API that we developed can probably be reused because the json returned by the batch API is a list of json objects (records) that have the same structure as for the transactional API (one record). ",3
TDQ-9788,"Email validation component - Step 1","What is an email: http://en.wikipedia.org/wiki/Email_address    Create an API and a component called *tVerifyEmail* under Data_Quality    By default, this component will check a generic email regex: {noformat}<DEFAULT>""^\s*(([^\s\p{Cntrl}\(\)&lt;>@,;:'\\\""\.\[\]]|')+|(""[^""]*""))(\.(([^\s\p{Cntrl}\(\)&lt;>@,;:'\\\""\.\[\]]|')+|(""[^""]*"")))*$""</DEFAULT> {noformat}  In the advanced setting, this regex can be edited.     Parameters in the component will help the user to specify further the email format.   The user will be able to specify the local part (string before the '@' sign).  Either by writting a simplified expression such as    - w that means there is a word   - a.a  that means ""letter\.letter""   - a.w that means ""letter\.letter+""   - 1.w that means  a digit followed by dot followed by a word.   - w1.w means word followed by one digit followed by dot followed by a word   - wN means word followed by a numeric   - w[-_]w means word followed by either - or _ then word   - a* means any number of characters after a letter.     An option (checkbox) enables the user to decide whether the local part can be case sensitive or not (the domain part is never case sensitive).  When this option is checked, then we must distinguish between ""Aw"" which means one word starting with an upper case and ""aw"" which is equivalent to ""w"" and means a word in lower case.    the user must be able to define a list of valid domains or a list of invalid domains (he can't define both at the same time).  The domain is the string after the '@' sign.   A black list is the list of all domains that are not valid: every email with a domain from the blacklist must be invalid  In the case of blacklist, when the TLD is invalid, then no need to check other conditions, the email is invalid    A white list is the list of all acceptable domains: every email with a domain NOT in the list is invalid  In the case of the whitelist, there is no need to check the TLD (it's up to the user to provide the correct domain part of the email)      Optionally, this component will reuse code from the email UDI to check the email via socket queries.     Think about the reusability of the API in some Java DQ indicator (later).     _(it has been suggested to reuse the same syntax as the one used in tStandardizeRow, but it's more readable to have something like aw than LETTER WORD and it's clear that there is no space in aw whereas it's not so clear in ""LETTER WORD"". Therefore, I suggest we keep the above syntax or a similar one. )_    In this first step, the output schema will have only one fixed columns: ""VERIFICATION""     The content of the VERIFICATION column can be:  - verified (meaning that the email complies to the given rules)  - invalid (meaning that the email does not comply to the rules)    See some existing code at  http://leshazlewood.com/2006/11/06/emailaddress-java-class/  http://commons.apache.org/proper/commons-validator/apidocs/org/apache/commons/validator/routines/EmailValidator.html    These codes may have performance issues or other problems that the TLD list is not complete.     We should provide an option for the user to choose whether the algorithm must validate TLD names or not. Or maybe, we need to allow the user to add his own valid TLD names.   See https://data.iana.org/TLD/tlds-alpha-by-domain.txt ",40
