issuekey,title,description,storypoint
TESB-6448,"Add new example into ESB Demo project with cErrorHandler","ESBDEMOS should include examples of cErrorHandler usage. See PMESB-315 for more information.",1
TESB-6452,"BPM Runtime in Talend Runtime","Deploy BPM runtime in the Talend ESB Runtime. Following features should be implemented:  * BPM Runtime should be deployed as ESB Platform feature.  * BPM Runtime should be delivered with ESB Platform EE.  * BPM Processes should be deployable from Studio and from BAR files.  * BPM Server configuration should be available similar to Tomcat-based configuration.  * BPM Processes deployed in BPM Runtime should (if possible) use OSGi based SAM/STS/SL configuration.  * Java6 main platform, and Java7 as second main platform.  ",2
TESB-6453,"Expose BPM Process as Service","As a process designer in Talend Stdio I would like to expose my business process as ESB Service on Talend ESB.  We could implement a Wizard that will generate:    * WSDL with one operation and parameters that should resemble process data. For example if process data have two String fields, then two Fields should be generated in XML Schema inside WSDL.  * Data service based on this WSDL. This data service should use Talend Bonita Process Start component.    Wizard should work based on BPM processes available in Studio - Design Time.  Data service produced by Wizard should work from Studio and deployed in Runtime.",2
TESB-6455,"Add package configuration in advanced parameters of cConfig and cProcessor","Just like in tJava components advanced page would be great to configure Java packages so that not FQ names could be used in the code.",1
TESB-6507,"Move sources from tesb-adapters to tesb-rt-se in github","Since 5.1.2 adapters are part of the SE package and are provided under the Apache license. Therefore there is no need to keep them in a separate repository. Moving them into tesb-rt-se will also simplify build.  This feature also includes integrating the build of the adapter sources into the tesb-rt-se build.  ",1
TESB-6508,"Registry for WSDL PoC","Provide a registry server, which allows to upload WSDL documents, to delete documents and to lookup a WSDL based on a given fully qualified service name.  * Use Apache Jackrabbit as underlying repository technology. Jackrabbit should run within the Talend runtime, backend configuration might be the simplest possible.  * As frontend use an HTTP interface based on REST principles.  * Describe your content model in the wiki.  * Describe your REST interface in wiki  ** What are the resources, how are they identified(URIs) ?  ** What is the format?  ** What methods are supported for each resource?  ** What status codes could be returned?  ",5
TESB-6517,"Route: java.lang.StackOverflowError error when saving a bean",NULL,2
TESB-6527,"Commands of publishing for Service, Job and Route ignore the given incorrect credentials and publish successfully","Commandline of esb studio, publish for service, job and route using non-existent archiva repository user or incorrect archiva repository password, commands just ignore the given credentials and publish successfully. please see the below commands:  {noformat}   1. publishService LocatorTestDataService -r http://localhost:8082/archiva/repository/repo-snapshot -u tadmin_nonexistent -p tadmin -g org.talend.nonexistentuser    2. publishService LocatorTestDataService -r http://localhost:8082/archiva/repository/repo-snapshot -u tadmin -p tadmin_incorrect -g org.talend.incorrectpassword    3. publishJob ConsumerDoRequestResponse -r http://localhost:8082/archiva/repository/repo-release -u tadmin_nonexistent -p tadmin -g org.talend.nonexistentuser     4. publishJob ConsumerDoRequestResponse -r http://localhost:8082/archiva/repository/repo-release -u tadmin -p tadmin_incorrect -g org.talend.incorrectpassword    5. publishRoute GroovyTestRoute -r http://localhost:8082/archiva/repository/repo-release -u tadmin_nonexistent -p tadmin -g org.talend.nonexistentuser    6. publishRoute GroovyTestRoute -r http://localhost:8082/archiva/repository/repo-release -u tadmin -p tadmin_incorrect -g org.talend.route.incorrectpassword  {noformat}   ",2
TESB-6531,"For the new tesb-registry repository provide a build and continuous integration","The new registry component will reside in an own repository (at least at the beginning). We need a Maven build and continuous integration for the component.",2
TESB-6574,"Update ESB Demo project to add Route Resource demos","Add Route Resource Demo in ESBDEMO project to provide usages of Route Resources.",1
TESB-6587,"ServiceProxy demo Route doesn't work in Runtime","ServiceaProxy demo Route doesn't work in Runtime, while it's OK in Studio.    ErrorLog:  {noformat}  2012-07-24 17:39:55,719 | WARN  | qtp21483454-171  | PhaseInterceptorChain            | 110 - org.apache.cxf.cxf-api - 2  .6.2.SNAPSHOT | Interceptor for {http://www.talend.org/service/}DemoService#{http://www.talend.org/service/}DemoServiceO  peration has thrown exception, unwinding now  org.apache.cxf.interceptor.Fault: Current state not START_ELEMENT, END_ELEMENT or ENTITY_REFERENCE          at org.apache.camel.component.cxf.CxfConsumer$1.checkFailure(CxfConsumer.java:194)[166:org.apache.camel.camel-cx  f:2.9.3.SNAPSHOT]          at org.apache.camel.component.cxf.CxfConsumer$1.setResponseBack(CxfConsumer.java:174)[166:org.apache.camel.camel  -cxf:2.9.3.SNAPSHOT]          at org.apache.camel.component.cxf.CxfConsumer$1.asyncInvoke(CxfConsumer.java:103)[166:org.apache.camel.camel-cxf  :2.9.3.SNAPSHOT]          at org.apache.camel.component.cxf.CxfConsumer$1.invoke(CxfConsumer.java:68)[166:org.apache.camel.camel-cxf:2.9.3  .SNAPSHOT]          at org.apache.cxf.interceptor.ServiceInvokerInterceptor$1.run(ServiceInvokerInterceptor.java:58)[110:org.apache.  cxf.cxf-api:2.6.2.SNAPSHOT]          at org.apache.cxf.interceptor.ServiceInvokerInterceptor.handleMessage(ServiceInvokerInterceptor.java:94)[110:org  .apache.cxf.cxf-api:2.6.2.SNAPSHOT]          at org.apache.cxf.phase.PhaseInterceptorChain.doIntercept(PhaseInterceptorChain.java:262)[110:org.apache.cxf.cxf  -api:2.6.2.SNAPSHOT]          at org.apache.cxf.phase.PhaseInterceptorChain.resume(PhaseInterceptorChain.java:231)[110:org.apache.cxf.cxf-api:  2.6.2.SNAPSHOT]          at org.apache.cxf.transport.ChainInitiationObserver.onMessage(ChainInitiationObserver.java:78)[110:org.apache.cx  f.cxf-api:2.6.2.SNAPSHOT]          at org.apache.cxf.transport.http_jetty.JettyHTTPDestination.serviceRequest(JettyHTTPDestination.java:348)[132:or  g.apache.cxf.cxf-rt-transports-http-jetty:2.6.2.SNAPSHOT]          at org.apache.cxf.transport.http_jetty.JettyHTTPDestination.doService(JettyHTTPDestination.java:312)[132:org.apa  che.cxf.cxf-rt-transports-http-jetty:2.6.2.SNAPSHOT]          at org.apache.cxf.transport.http_jetty.JettyHTTPHandler.handle(JettyHTTPHandler.java:72)[132:org.apache.cxf.cxf-  rt-transports-http-jetty:2.6.2.SNAPSHOT]          at org.eclipse.jetty.server.handler.ContextHandler.doHandle(ContextHandler.java:943)[60:org.eclipse.jetty.server  :7.5.4.v20111024]          at org.eclipse.jetty.server.handler.ContextHandler.doScope(ContextHandler.java:879)[60:org.eclipse.jetty.server:  7.5.4.v20111024]          at org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:117)[60:org.eclipse.jetty.server:7.5  .4.v20111024]          at org.eclipse.jetty.server.handler.ContextHandlerCollection.handle(ContextHandlerCollection.java:188)[60:org.ec  lipse.jetty.server:7.5.4.v20111024]          at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:110)[60:org.eclipse.jetty.server:7  .5.4.v20111024]          at org.eclipse.jetty.server.Server.handleAsync(Server.java:394)[60:org.eclipse.jetty.server:7.5.4.v20111024]          at org.eclipse.jetty.server.HttpConnection.handleRequest(HttpConnection.java:446)[60:org.eclipse.jetty.server:7.  5.4.v20111024]          at org.eclipse.jetty.server.HttpConnection$RequestHandler.content(HttpConnection.java:936)[60:org.eclipse.jetty.  server:7.5.4.v20111024]          at org.eclipse.jetty.http.HttpParser.parseNext(HttpParser.java:801)[56:org.eclipse.jetty.http:7.5.4.v20111024]          at org.eclipse.jetty.http.HttpParser.parseAvailable(HttpParser.java:224)[56:org.eclipse.jetty.http:7.5.4.v201110  24]          at org.eclipse.jetty.server.AsyncHttpConnection.handle(AsyncHttpConnection.java:51)[60:org.eclipse.jetty.server:  7.5.4.v20111024]          at org.eclipse.jetty.io.nio.SelectChannelEndPoint.handle(SelectChannelEndPoint.java:586)[55:org.eclipse.jetty.io  :7.5.4.v20111024]          at org.eclipse.jetty.io.nio.SelectChannelEndPoint$1.run(SelectChannelEndPoint.java:44)[55:org.eclipse.jetty.io:7  .5.4.v20111024]          at org.eclipse.jetty.util.thread.QueuedThreadPool.runJob(QueuedThreadPool.java:598)[54:org.eclipse.jetty.util:7.  5.4.v20111024]          at org.eclipse.jetty.util.thread.QueuedThreadPool$3.run(QueuedThreadPool.java:533)[54:org.eclipse.jetty.util:7.5  .4.v20111024]          at java.lang.Thread.run(Thread.java:619)[:1.6.0_17]  Caused by: java.lang.IllegalStateException: Current state not START_ELEMENT, END_ELEMENT or ENTITY_REFERENCE          at com.ctc.wstx.sr.BasicStreamReader.getLocalName(BasicStreamReader.java:744)[103:woodstox-core-asl:4.1.2]          at org.apache.cxf.staxutils.DepthXMLStreamReader.getLocalName(DepthXMLStreamReader.java:106)[110:org.apache.cxf.  cxf-api:2.6.2.SNAPSHOT]          at org.apache.cxf.staxutils.DepthXMLStreamReader.getLocalName(DepthXMLStreamReader.java:106)[110:org.apache.cxf.  cxf-api:2.6.2.SNAPSHOT]          at org.apache.camel.component.cxf.CxfEndpoint$CamelCxfClientImpl.findName(CxfEndpoint.java:921)[166:org.apache.c  amel.camel-cxf:2.9.3.SNAPSHOT]          at org.apache.camel.component.cxf.CxfEndpoint$CamelCxfClientImpl.setParameters(CxfEndpoint.java:866)[166:org.apa  che.camel.camel-cxf:2.9.3.SNAPSHOT]          at org.apache.cxf.endpoint.ClientImpl.doInvoke(ClientImpl.java:511)[110:org.apache.cxf.cxf-api:2.6.2.SNAPSHOT]          at org.apache.cxf.endpoint.ClientImpl.invoke(ClientImpl.java:457)[110:org.apache.cxf.cxf-api:2.6.2.SNAPSHOT]          at org.apache.camel.component.cxf.CxfProducer.process(CxfProducer.java:113)[166:org.apache.camel.camel-cxf:2.9.3  .SNAPSHOT]          at org.apache.camel.util.AsyncProcessorHelper.process(AsyncProcessorHelper.java:73)[161:org.apache.camel.camel-c  ore:2.9.3.SNAPSHOT]          at org.apache.camel.processor.SendProcessor$2.doInAsyncProducer(SendProcessor.java:115)[161:org.apache.camel.cam  el-core:2.9.3.SNAPSHOT]          at org.apache.camel.impl.ProducerCache.doInAsyncProducer(ProducerCache.java:285)[161:org.apache.camel.camel-core  :2.9.3.SNAPSHOT]          at org.apache.camel.processor.SendProcessor.process(SendProcessor.java:110)[161:org.apache.camel.camel-core:2.9.  3.SNAPSHOT]          at org.apache.camel.util.AsyncProcessorHelper.process(AsyncProcessorHelper.java:73)[161:org.apache.camel.camel-c  ore:2.9.3.SNAPSHOT]          at org.apache.camel.processor.DelegateAsyncProcessor.processNext(DelegateAsyncProcessor.java:99)[161:org.apache.  camel.camel-core:2.9.3.SNAPSHOT]          at org.apache.camel.processor.DelegateAsyncProcessor.process(DelegateAsyncProcessor.java:90)[161:org.apache.came  l.camel-core:2.9.3.SNAPSHOT]          at org.apache.camel.management.InstrumentationProcessor.process(InstrumentationProcessor.java:71)[161:org.apache  .camel.camel-core:2.9.3.SNAPSHOT]          at org.apache.camel.util.AsyncProcessorHelper.process(AsyncProcessorHelper.java:73)[161:org.apache.camel.camel-c  ore:2.9.3.SNAPSHOT]          at org.apache.camel.processor.DelegateAsyncProcessor.processNext(DelegateAsyncProcessor.java:99)[161:org.apache.  camel.camel-core:2.9.3.SNAPSHOT]          at org.apache.camel.processor.DelegateAsyncProcessor.process(DelegateAsyncProcessor.java:90)[161:org.apache.came  l.camel-core:2.9.3.SNAPSHOT]          at org.apache.camel.processor.interceptor.TraceInterceptor.process(TraceInterceptor.java:91)[161:org.apache.came  l.camel-core:2.9.3.SNAPSHOT]          at org.apache.camel.util.AsyncProcessorHelper.process(AsyncProcessorHelper.java:73)[161:org.apache.camel.camel-c  ore:2.9.3.SNAPSHOT]          at org.apache.camel.processor.RedeliveryErrorHandler.processErrorHandler(RedeliveryErrorHandler.java:330)[161:or  g.apache.camel.camel-core:2.9.3.SNAPSHOT]          at org.apache.camel.processor.RedeliveryErrorHandler.process(RedeliveryErrorHandler.java:220)[161:org.apache.cam  el.camel-core:2.9.3.SNAPSHOT]          at org.apache.camel.processor.RouteContextProcessor.processNext(RouteContextProcessor.java:45)[161:org.apache.ca  mel.camel-core:2.9.3.SNAPSHOT]          at org.apache.camel.processor.DelegateAsyncProcessor.process(DelegateAsyncProcessor.java:90)[161:org.apache.came  l.camel-core:2.9.3.SNAPSHOT]          at org.apache.camel.processor.interceptor.DefaultChannel.process(DefaultChannel.java:304)[161:org.apache.camel.c  amel-core:2.9.3.SNAPSHOT]          at org.apache.camel.util.AsyncProcessorHelper.process(AsyncProcessorHelper.java:73)[161:org.apache.camel.camel-c  ore:2.9.3.SNAPSHOT]          at org.apache.camel.processor.Pipeline.process(Pipeline.java:117)[161:org.apache.camel.camel-core:2.9.3.SNAPSHOT  ]          at org.apache.camel.processor.Pipeline.process(Pipeline.java:80)[161:org.apache.camel.camel-core:2.9.3.SNAPSHOT]            at org.apache.camel.processor.RouteContextProcessor.processNext(RouteContextProcessor.java:45)[161:org.apache.ca  mel.camel-core:2.9.3.SNAPSHOT]          at org.apache.camel.processor.DelegateAsyncProcessor.process(DelegateAsyncProcessor.java:90)[161:org.apache.came  l.camel-core:2.9.3.SNAPSHOT]          at org.apache.camel.processor.UnitOfWorkProcessor.processAsync(UnitOfWorkProcessor.java:150)[161:org.apache.came  l.camel-core:2.9.3.SNAPSHOT]          at org.apache.camel.processor.UnitOfWorkProcessor.process(UnitOfWorkProcessor.java:117)[161:org.apache.camel.cam  el-core:2.9.3.SNAPSHOT]          at org.apache.camel.processor.RouteInflightRepositoryProcessor.processNext(RouteInflightRepositoryProcessor.java  :50)[161:org.apache.camel.camel-core:2.9.3.SNAPSHOT]          at org.apache.camel.processor.DelegateAsyncProcessor.process(DelegateAsyncProcessor.java:90)[161:org.apache.came  l.camel-core:2.9.3.SNAPSHOT]          at org.apache.camel.util.AsyncProcessorHelper.process(AsyncProcessorHelper.java:73)[161:org.apache.camel.camel-c  ore:2.9.3.SNAPSHOT]          at org.apache.camel.processor.DelegateAsyncProcessor.processNext(DelegateAsyncProcessor.java:99)[161:org.apache.  camel.camel-core:2.9.3.SNAPSHOT]          at org.apache.camel.processor.DelegateAsyncProcessor.process(DelegateAsyncProcessor.java:90)[161:org.apache.came  l.camel-core:2.9.3.SNAPSHOT]          at org.apache.camel.management.InstrumentationProcessor.process(InstrumentationProcessor.java:71)[161:org.apache  .camel.camel-core:2.9.3.SNAPSHOT]          at org.apache.camel.component.cxf.CxfConsumer$1.asyncInvoke(CxfConsumer.java:88)[166:org.apache.camel.camel-cxf:  2.9.3.SNAPSHOT]          at org.apache.camel.component.cxf.CxfConsumer$1.invoke(CxfConsumer.java:68)[166:org.apache.camel.camel-cxf:2.9.3  .SNAPSHOT]          at org.apache.cxf.interceptor.ServiceInvokerInterceptor$1.run(ServiceInvokerInterceptor.java:58)[110:org.apache.  cxf.cxf-api:2.6.2.SNAPSHOT]          at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:441)[:1.6.0_17]          at java.util.concurrent.FutureTask$Sync.innerRun(FutureTask.java:303)[:1.6.0_17]          at java.util.concurrent.FutureTask.run(FutureTask.java:138)[:1.6.0_17]          at org.apache.cxf.workqueue.SynchronousExecutor.execute(SynchronousExecutor.java:37)[110:org.apache.cxf.cxf-api:  2.6.2.SNAPSHOT]          at org.apache.cxf.interceptor.ServiceInvokerInterceptor.handleMessage(ServiceInvokerInterceptor.java:107)[110:or  g.apache.cxf.cxf-api:2.6.2.SNAPSHOT]          at org.apache.cxf.phase.PhaseInterceptorChain.doIntercept(PhaseInterceptorChain.java:262)[110:org.apache.cxf.cxf  -api:2.6.2.SNAPSHOT]          at org.apache.cxf.transport.ChainInitiationObserver.onMessage(ChainInitiationObserver.java:121)[110:org.apache.c  xf.cxf-api:2.6.2.SNAPSHOT]          at org.apache.cxf.transport.http_jetty.JettyHTTPDestination.serviceRequest(JettyHTTPDestination.java:348)[132:or  g.apache.cxf.cxf-rt-transports-http-jetty:2.6.2.SNAPSHOT]          at org.apache.cxf.transport.http_jetty.JettyHTTPDestination.doService(JettyHTTPDestination.java:312)[132:org.apa  che.cxf.cxf-rt-transports-http-jetty:2.6.2.SNAPSHOT]          at org.apache.cxf.transport.http_jetty.JettyHTTPHandler.handle(JettyHTTPHandler.java:72)[132:org.apache.cxf.cxf-  rt-transports-http-jetty:2.6.2.SNAPSHOT]          at org.eclipse.jetty.server.handler.ContextHandler.doHandle(ContextHandler.java:943)[60:org.eclipse.jetty.server  :7.5.4.v20111024]          at org.eclipse.jetty.server.handler.ContextHandler.doScope(ContextHandler.java:879)[60:org.eclipse.jetty.server:  7.5.4.v20111024]          at org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:117)[60:org.eclipse.jetty.server:7.5  .4.v20111024]          at org.eclipse.jetty.server.handler.ContextHandlerCollection.handle(ContextHandlerCollection.java:250)[60:org.ec  lipse.jetty.server:7.5.4.v20111024]          at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:110)[60:org.eclipse.jetty.server:7  .5.4.v20111024]          at org.eclipse.jetty.server.Server.handle(Server.java:349)[60:org.eclipse.jetty.server:7.5.4.v20111024]          at org.eclipse.jetty.server.HttpConnection.handleRequest(HttpConnection.java:441)[60:org.eclipse.jetty.server:7.  5.4.v20111024]          ... 9 more  2012-07-24 17:40:57,116 | WARN  | JobServerCleaner | AbstractDataCleaner              | 184 - org.talend.utils - 5.1.1 |   pathDir is not a directory: F:\tos\Talend-Runtime-V5.2.0-SNAPSHOT\.\TalendJobServersFiles\archiveJobs    {noformat}      Runtime: 5.2.0-SNAPSHOT_EE_443  Studio: Talend-Studio-r87933-V5.2.0NB",1
TESB-6625,"New Icon and Doc for cBeanRegister component",NULL,1
TESB-6667,"fix examples/talend/camel/spring-security",NULL,1
TESB-6674,"Publishing in Archiva should be enhanced to publish specific Talend artifact version","We have an Talend artifact named ConsumerDoOneway that exists in version _0.4_.    When we publish it using Studio, we will get an artifact with version _0.4.0_ in Archiva (simply, because the publish dialog requires a version that contains three numbers), but when using commandline   {noformat} publishJob ConsumerDoOneway -r http://artifactrepo:8082/archiva/repository/repo-release -u XYZ -p XYZ -g org.example -v 0.4;{noformat}    we will get version _0.4_ on the Archiva repo.    Actually it should not matter which way we use: we should end up with the same version in Archiva. So in both cases the created artifact in Archiva should have version _0.4.0_    We should align both UI and CL publishing features to allow specification of both Talend artifact version and Archiva artifact version.",2
